,YYYYMMDDHH,average windspeed (m/s),windspeed previous 10 minuten (m/s),highest windspeed (m/s),temperature in degrees Celcius,global radiation (in J/m^2),duration of sunshine (h),cloud cover (-),relative humidity (in percentages),air pressure (Pa),yield solar panel (kWh)
540,2024-01-23 13:00:00,90,100,130,83,320000.0,0.0,,82,10222,0.04280554627751253
541,2024-01-23 14:00:00,100,110,130,83,190000.0,0.0,,87,10207,0.019565618642868345
542,2024-01-23 15:00:00,110,120,150,78,100000.0,0.0,,92,10190,0.0037796369103672476
543,2024-01-23 16:00:00,120,120,170,79,30000.0,0.0,,91,10175,0.0035708340792524607
544,2024-01-23 17:00:00,130,130,170,80,0.0,0.0,,94,10167,0.0
545,2024-01-23 18:00:00,130,130,180,89,0.0,0.0,,94,10155,0.0
546,2024-01-23 19:00:00,140,150,220,100,0.0,0.0,,95,10149,0.0
547,2024-01-23 20:00:00,150,160,230,110,0.0,0.0,,93,10139,0.0
548,2024-01-23 21:00:00,150,150,220,103,0.0,0.0,,91,10133,0.0
549,2024-01-23 22:00:00,160,160,240,106,0.0,0.0,,91,10129,0.0
550,2024-01-23 23:00:00,160,180,240,107,0.0,0.0,,89,10119,0.0
551,2024-01-24 00:00:00,170,160,250,109,0.0,0.0,,89,10120,0.0
552,2024-01-24 01:00:00,160,160,240,109,0.0,0.0,,91,10121,0.0
553,2024-01-24 02:00:00,170,170,250,107,0.0,0.0,,92,10122,0.0
554,2024-01-24 03:00:00,150,150,240,100,0.0,0.0,,93,10128,0.0
555,2024-01-24 04:00:00,140,140,210,97,0.0,0.0,,88,10131,0.0
556,2024-01-24 05:00:00,140,130,220,97,0.0,0.0,,81,10138,0.0
557,2024-01-24 06:00:00,140,150,210,100,0.0,0.0,,74,10146,0.0
558,2024-01-24 07:00:00,150,150,220,100,0.0,0.0,,69,10159,0.0
559,2024-01-24 08:00:00,150,150,200,98,10000.0,0.0,,71,10173,0.001190278026417487
560,2024-01-24 09:00:00,140,140,210,100,130000.0,0.0,,70,10184,0.040988286995648195
561,2024-01-24 10:00:00,150,150,200,101,390000.0,0.2,,72,10196,0.08763196441319707
562,2024-01-24 11:00:00,140,150,210,100,570000.0,0.30000000000000004,,71,10208,0.10512588422688755
563,2024-01-24 12:00:00,140,130,200,99,680000.0,0.5,,73,10218,0.10720472397124317
564,2024-01-24 13:00:00,130,120,180,96,540000.0,0.2,,74,10227,0.07210825668549316
565,2024-01-24 14:00:00,120,110,170,94,370000.0,0.0,,75,10234,0.03816852181411026
566,2024-01-24 15:00:00,110,120,150,94,250000.0,0.0,,74,10243,0.00996528256808509
567,2024-01-24 16:00:00,110,100,150,94,70000.0,0.0,,73,10251,0.008331946184922409
568,2024-01-24 17:00:00,100,90,150,95,0.0,0.0,,71,10255,0.0
569,2024-01-24 18:00:00,110,90,140,96,0.0,0.0,,71,10261,0.0
570,2024-01-24 19:00:00,90,90,130,93,0.0,0.0,,73,10265,0.0
571,2024-01-24 20:00:00,80,80,120,92,0.0,0.0,,74,10270,0.0
572,2024-01-24 21:00:00,80,80,120,90,0.0,0.0,,76,10272,0.0
573,2024-01-24 22:00:00,90,100,130,85,0.0,0.0,,80,10276,0.0
574,2024-01-24 23:00:00,80,80,120,78,0.0,0.0,,83,10278,0.0
575,2024-01-25 00:00:00,80,70,100,72,0.0,0.0,,86,10283,0.0
576,2024-01-25 01:00:00,70,70,90,69,0.0,0.0,,87,10283,0.0
577,2024-01-25 02:00:00,60,60,80,65,0.0,0.0,,90,10289,0.0
578,2024-01-25 03:00:00,50,60,70,62,0.0,0.0,,91,10289,0.0
579,2024-01-25 04:00:00,50,50,70,62,0.0,0.0,,90,10289,0.0
580,2024-01-25 05:00:00,40,40,60,57,0.0,0.0,,90,10289,0.0
581,2024-01-25 06:00:00,30,30,50,51,0.0,0.0,,93,10292,0.0
582,2024-01-25 07:00:00,40,50,60,52,0.0,0.0,,93,10292,0.0
583,2024-01-25 08:00:00,40,30,60,50,10000.0,0.0,,95,10292,0.001190278026417487
584,2024-01-25 09:00:00,30,30,50,57,150000.0,0.0,,92,10291,0.04669910027816013
585,2024-01-25 10:00:00,50,50,70,64,280000.0,0.0,,92,10287,0.06250512547796447
586,2024-01-25 11:00:00,50,60,70,72,270000.0,0.0,,88,10285,0.049582188169793144
587,2024-01-25 12:00:00,60,40,80,82,370000.0,0.0,,82,10276,0.05815339731282867
588,2024-01-25 13:00:00,60,50,90,80,430000.0,0.0,,92,10264,0.057316077469476506
589,2024-01-25 14:00:00,50,60,70,83,310000.0,0.0,,91,10256,0.032030980625778395
590,2024-01-25 15:00:00,60,70,90,84,100000.0,0.0,,94,10251,0.00418250702685103
591,2024-01-25 16:00:00,60,50,90,87,30000.0,0.0,,95,10248,0.0035708340792524607
592,2024-01-25 17:00:00,50,60,90,94,0.0,0.0,,96,10243,0.0
593,2024-01-25 18:00:00,70,90,110,94,0.0,0.0,,97,10242,0.0
594,2024-01-25 19:00:00,80,80,130,95,0.0,0.0,,97,10238,0.0
595,2024-01-25 20:00:00,80,80,130,95,0.0,0.0,,97,10236,0.0
596,2024-01-25 21:00:00,80,80,140,93,0.0,0.0,,96,10233,0.0
597,2024-01-25 22:00:00,80,70,120,91,0.0,0.0,,95,10227,0.0
598,2024-01-25 23:00:00,80,90,130,93,0.0,0.0,,92,10223,0.0
599,2024-01-26 00:00:00,90,100,130,98,0.0,0.0,,92,10216,0.0
600,2024-01-26 01:00:00,90,100,140,103,0.0,0.0,,92,10210,0.0
601,2024-01-26 02:00:00,80,90,120,106,0.0,0.0,,90,10203,0.0
602,2024-01-26 03:00:00,90,100,130,107,0.0,0.0,,91,10193,0.0
603,2024-01-26 04:00:00,100,100,140,108,0.0,0.0,,92,10185,0.0
604,2024-01-26 05:00:00,110,100,150,105,0.0,0.0,,95,10177,0.0
605,2024-01-26 06:00:00,110,100,160,104,0.0,0.0,,96,10174,0.0
606,2024-01-26 07:00:00,120,140,190,107,0.0,0.0,,94,10176,0.0
607,2024-01-26 08:00:00,130,120,190,97,0.0,0.0,,95,10183,0.0
608,2024-01-26 09:00:00,140,120,230,88,120000.0,0.0,,88,10199,0.03688638945208734
609,2024-01-26 10:00:00,130,120,180,84,470000.0,0.5,,76,10223,0.10422703346343486
610,2024-01-26 11:00:00,130,130,200,84,940000.0,1.0,,72,10243,0.17186601932736278
611,2024-01-26 12:00:00,130,130,190,81,1080000.0,1.0,,69,10258,0.16921677261796064
612,2024-01-26 13:00:00,140,130,200,80,1080000.0,1.0,,68,10272,0.1436897708054769
613,2024-01-26 14:00:00,120,110,160,79,900000.0,1.0,,67,10283,0.09313212915538886
614,2024-01-26 15:00:00,110,100,150,76,590000.0,1.0,,70,10295,0.025778996003618455
615,2024-01-26 16:00:00,90,80,120,71,220000.0,0.7000000000000001,,75,10307,0.02618611658118471
616,2024-01-26 17:00:00,80,80,110,67,10000.0,0.0,,79,10313,0.001190278026417487
617,2024-01-26 18:00:00,70,80,90,66,0.0,0.0,,79,10320,0.0
618,2024-01-26 19:00:00,70,70,90,66,0.0,0.0,,76,10327,0.0
619,2024-01-26 20:00:00,60,70,100,63,0.0,0.0,,78,10333,0.0
620,2024-01-26 21:00:00,60,60,90,59,0.0,0.0,,80,10335,0.0
621,2024-01-26 22:00:00,60,60,80,63,0.0,0.0,,76,10336,0.0
622,2024-01-26 23:00:00,50,40,70,61,0.0,0.0,,78,10340,0.0
623,2024-01-27 00:00:00,40,40,70,52,0.0,0.0,,86,10343,0.0
624,2024-01-27 01:00:00,40,40,60,49,0.0,0.0,,88,10344,0.0
625,2024-01-27 02:00:00,40,50,60,48,0.0,0.0,,90,10345,0.0
626,2024-01-27 03:00:00,50,40,70,43,0.0,0.0,,92,10346,0.0
627,2024-01-27 04:00:00,50,40,70,44,0.0,0.0,,93,10346,0.0
628,2024-01-27 05:00:00,50,60,70,40,0.0,0.0,,94,10345,0.0
629,2024-01-27 06:00:00,50,40,80,39,0.0,0.0,,95,10345,0.0
630,2024-01-27 07:00:00,50,50,70,38,0.0,0.0,,94,10348,0.0
631,2024-01-27 08:00:00,40,40,60,35,20000.0,0.0,,95,10348,0.002380556052834974
632,2024-01-27 09:00:00,50,40,60,46,260000.0,0.8,,93,10352,0.07890472684050642
633,2024-01-27 10:00:00,50,50,60,59,580000.0,1.0,,87,10356,0.12776308493762373
634,2024-01-27 11:00:00,50,50,80,68,950000.0,1.0,,83,10357,0.17292667905299244
635,2024-01-27 12:00:00,50,50,80,74,1060000.0,1.0,,79,10353,0.165558622441587
636,2024-01-27 13:00:00,50,40,70,75,880000.0,0.9,,73,10349,0.11685783758854802
637,2024-01-27 14:00:00,40,40,60,70,470000.0,0.0,,76,10349,0.04870226504892722
638,2024-01-27 15:00:00,40,30,50,74,520000.0,0.8,,75,10345,0.023644598066183495
639,2024-01-27 16:00:00,40,50,50,60,220000.0,0.7000000000000001,,81,10344,0.02618611658118471
640,2024-01-27 17:00:00,40,40,60,57,0.0,0.0,,85,10346,0.0
641,2024-01-27 18:00:00,50,40,60,51,0.0,0.0,,87,10342,0.0
642,2024-01-27 19:00:00,50,50,60,47,0.0,0.0,,87,10343,0.0
643,2024-01-27 20:00:00,50,50,60,45,0.0,0.0,,83,10340,0.0
644,2024-01-27 21:00:00,50,50,70,45,0.0,0.0,,81,10337,0.0
645,2024-01-27 22:00:00,40,50,60,44,0.0,0.0,,78,10332,0.0
646,2024-01-27 23:00:00,50,40,60,42,0.0,0.0,,77,10326,0.0
647,2024-01-28 00:00:00,50,50,60,37,0.0,0.0,,79,10322,0.0
648,2024-01-28 01:00:00,50,50,60,30,0.0,0.0,,81,10314,0.0
649,2024-01-28 02:00:00,50,50,70,35,0.0,0.0,,78,10308,0.0
650,2024-01-28 03:00:00,50,50,60,33,0.0,0.0,,76,10303,0.0
651,2024-01-28 04:00:00,50,50,60,28,0.0,0.0,,75,10299,0.0
652,2024-01-28 05:00:00,60,60,80,22,0.0,0.0,,77,10293,0.0
653,2024-01-28 06:00:00,60,60,80,36,0.0,0.0,,69,10288,0.0
654,2024-01-28 07:00:00,70,70,90,35,0.0,0.0,,67,10286,0.0
655,2024-01-28 08:00:00,70,60,90,36,30000.0,0.0,,70,10280,0.02291770117431394
656,2024-01-28 09:00:00,60,60,80,52,300000.0,0.8,,64,10277,0.08988401950698646
657,2024-01-28 10:00:00,70,70,80,65,660000.0,1.0,,59,10274,0.14440780645693946
658,2024-01-28 11:00:00,70,70,80,77,940000.0,1.0,,55,10270,0.17034180255559292
659,2024-01-28 12:00:00,60,70,80,77,760000.0,0.8,,54,10260,0.11832263044808886
660,2024-01-28 13:00:00,60,60,90,83,960000.0,1.0,,56,10253,0.12723308951563683
661,2024-01-28 14:00:00,70,80,90,83,610000.0,0.5,,57,10243,0.06328829870179072
662,2024-01-28 15:00:00,70,70,90,89,420000.0,0.8,,56,10241,0.019807697456306454
663,2024-01-28 16:00:00,70,60,90,84,180000.0,0.7000000000000001,,58,10241,0.021425004475514764
664,2024-01-28 17:00:00,70,70,90,82,10000.0,0.0,,61,10236,0.001190278026417487
665,2024-01-28 18:00:00,70,70,90,87,0.0,0.0,,59,10234,0.0
666,2024-01-28 19:00:00,60,70,80,82,0.0,0.0,,64,10236,0.0
667,2024-01-28 20:00:00,70,70,90,81,0.0,0.0,,66,10235,0.0
668,2024-01-28 21:00:00,80,80,100,76,0.0,0.0,,68,10233,0.0
669,2024-01-28 22:00:00,70,80,90,75,0.0,0.0,,69,10234,0.0
670,2024-01-28 23:00:00,70,70,80,69,0.0,0.0,,73,10233,0.0
671,2024-01-29 00:00:00,70,80,110,71,0.0,0.0,,74,10236,0.0
672,2024-01-29 01:00:00,70,70,90,68,0.0,0.0,,76,10238,0.0
673,2024-01-29 02:00:00,70,70,90,64,0.0,0.0,,79,10240,0.0
674,2024-01-29 03:00:00,70,70,100,62,0.0,0.0,,81,10240,0.0
675,2024-01-29 04:00:00,50,60,90,58,0.0,0.0,,83,10242,0.0
676,2024-01-29 05:00:00,60,50,70,56,0.0,0.0,,84,10244,0.0
677,2024-01-29 06:00:00,50,50,70,55,0.0,0.0,,85,10245,0.0
678,2024-01-29 07:00:00,50,50,70,58,0.0,0.0,,86,10247,0.0
679,2024-01-29 08:00:00,60,60,80,57,10000.0,0.0,,87,10251,0.007241110549286415
680,2024-01-29 09:00:00,60,60,80,61,150000.0,0.0,,86,10252,0.04436902195177779
681,2024-01-29 10:00:00,60,70,80,76,550000.0,0.7000000000000001,,81,10257,0.11952466542829464
682,2024-01-29 11:00:00,70,60,90,92,870000.0,1.0,,77,10258,0.15694556409884153
683,2024-01-29 12:00:00,60,60,80,101,970000.0,1.0,,75,10256,0.15052830165234155
684,2024-01-29 13:00:00,50,40,70,98,640000.0,0.2,,77,10254,0.08465344075806767
685,2024-01-29 14:00:00,50,50,60,99,680000.0,0.7000000000000001,,77,10254,0.07063093481270853
686,2024-01-29 15:00:00,50,50,60,100,630000.0,1.0,,78,10258,0.030725117001607016
687,2024-01-29 16:00:00,50,50,60,91,190000.0,0.8,,82,10257,0.02261528250193225
688,2024-01-29 17:00:00,50,40,70,89,10000.0,0.0,,85,10261,0.001190278026417487
689,2024-01-29 18:00:00,50,50,50,92,0.0,0.0,,85,10258,0.0
690,2024-01-29 19:00:00,50,60,60,96,0.0,0.0,,86,10257,0.0
691,2024-01-29 20:00:00,70,70,90,96,0.0,0.0,,86,10256,0.0
692,2024-01-29 21:00:00,70,70,100,98,0.0,0.0,,85,10253,0.0
693,2024-01-29 22:00:00,70,70,100,97,0.0,0.0,,84,10250,0.0
694,2024-01-29 23:00:00,70,70,90,97,0.0,0.0,,83,10249,0.0
695,2024-01-30 00:00:00,80,80,90,96,0.0,0.0,,83,10247,0.0
696,2024-01-30 01:00:00,70,70,100,100,0.0,0.0,,82,10246,0.0
697,2024-01-30 02:00:00,70,60,90,99,0.0,0.0,,82,10243,0.0
698,2024-01-30 03:00:00,60,60,80,98,0.0,0.0,,83,10240,0.0
699,2024-01-30 04:00:00,60,70,90,104,0.0,0.0,,81,10238,0.0
700,2024-01-30 05:00:00,70,70,100,104,0.0,0.0,,81,10235,0.0
701,2024-01-30 06:00:00,70,70,90,109,0.0,0.0,,81,10236,0.0
702,2024-01-30 07:00:00,80,80,110,107,0.0,0.0,,82,10237,0.0
703,2024-01-30 08:00:00,80,70,110,103,0.0,0.0,,84,10245,0.0
704,2024-01-30 09:00:00,90,110,150,95,50000.0,0.0,,86,10250,0.014601254567627064
705,2024-01-30 10:00:00,110,100,170,87,240000.0,0.0,,87,10258,0.05180087410114457
706,2024-01-30 11:00:00,110,110,160,81,240000.0,0.0,,89,10260,0.043098426729666496
707,2024-01-30 12:00:00,100,90,160,83,370000.0,0.0,,85,10264,0.05723031285986228
708,2024-01-30 13:00:00,80,80,130,76,300000.0,0.0,,95,10269,0.03960092381512555
709,2024-01-30 14:00:00,90,90,140,75,160000.0,0.0,,97,10274,0.01663607127859426
710,2024-01-30 15:00:00,80,80,130,75,80000.0,0.0,,96,10283,0.0040240883227382045
711,2024-01-30 16:00:00,90,80,120,70,60000.0,0.0,,98,10294,0.007141668158504921
712,2024-01-30 17:00:00,70,60,90,68,10000.0,0.0,,97,10301,0.001190278026417487
713,2024-01-30 18:00:00,60,60,90,68,0.0,0.0,,95,10312,0.0
714,2024-01-30 19:00:00,60,60,80,68,0.0,0.0,,92,10319,0.0
715,2024-01-30 20:00:00,60,50,80,66,0.0,0.0,,88,10326,0.0
716,2024-01-30 21:00:00,50,50,80,64,0.0,0.0,,86,10333,0.0
717,2024-01-30 22:00:00,60,50,90,60,0.0,0.0,,94,10338,0.0
718,2024-01-30 23:00:00,50,60,70,58,0.0,0.0,,94,10338,0.0
719,2024-01-31 00:00:00,40,30,60,60,0.0,0.0,,93,10346,0.0
720,2024-01-31 01:00:00,20,20,50,64,0.0,0.0,,82,10346,0.0
721,2024-01-31 02:00:00,40,20,60,63,0.0,0.0,,82,10344,0.0
722,2024-01-31 03:00:00,10,10,30,57,0.0,0.0,,87,10338,0.0
723,2024-01-31 04:00:00,30,30,50,60,0.0,0.0,,84,10337,0.0
724,2024-01-31 05:00:00,30,30,40,61,0.0,0.0,,86,10336,0.0
725,2024-01-31 06:00:00,40,40,60,63,0.0,0.0,,81,10330,0.0
726,2024-01-31 07:00:00,40,40,60,62,0.0,0.0,,84,10337,0.0
727,2024-01-31 08:00:00,40,50,70,66,10000.0,0.0,,80,10336,0.006548789891512752
728,2024-01-31 09:00:00,50,50,80,67,90000.0,0.0,,84,10328,0.025948141032611404
729,2024-01-31 10:00:00,60,50,80,66,150000.0,0.0,,89,10330,0.03215399315809319
730,2024-01-31 11:00:00,60,70,90,73,250000.0,0.0,,76,10320,0.04468862510736648
731,2024-01-31 12:00:00,80,70,120,76,490000.0,0.2,,68,10310,0.07554156559150169
732,2024-01-31 13:00:00,80,80,120,79,600000.0,0.30000000000000004,,68,10301,0.0790386993120103
733,2024-01-31 14:00:00,90,90,120,76,290000.0,0.0,,69,10292,0.030180602273086086
734,2024-01-31 15:00:00,90,100,160,74,360000.0,0.5,,72,10289,0.018633026470258395
735,2024-01-31 16:00:00,100,100,150,73,120000.0,0.5,,73,10277,0.014283336317009843
736,2024-01-31 17:00:00,110,110,170,75,10000.0,0.0,,73,10274,0.001190278026417487
737,2024-01-31 18:00:00,110,110,160,73,0.0,0.0,,75,10267,0.0
738,2024-01-31 19:00:00,110,100,150,70,0.0,0.0,,76,10256,0.0
739,2024-01-31 20:00:00,110,110,160,68,0.0,0.0,,78,10251,0.0
740,2024-01-31 21:00:00,110,120,170,78,0.0,0.0,,80,10248,0.0
741,2024-01-31 22:00:00,120,120,170,78,0.0,0.0,,85,10240,0.0
742,2024-01-31 23:00:00,110,100,170,79,0.0,0.0,,94,10240,0.0
743,2024-02-01 00:00:00,110,110,170,90,0.0,0.0,,95,10242,0.0
